Phase_Label,Text,Explanation
1,"noch ein bisschen lokale Betäubung. Es gibt einen kleinen Pieks. Achtung, gleich wieder weg.","Diese Sätze wurden von Radiologen gesprochen, um Patienten über die bevorstehende Verabreichung einer lokalen Betäubung während des Eingriffs zu informieren und zu beruhigen, indem sie anmerken, dass ein kurzer Schmerz zu erwarten ist, der jedoch schnell nachlässt."
1,Ihnen nochmal lokale Betäubung.,"Diese Sätze wurden von Radiologen gesprochen, um Patienten über die bevorstehende Verabreichung einer lokalen Betäubung während des Eingriffs zu informieren und zu beruhigen, indem sie anmerken, dass ein kurzer Schmerz zu erwarten ist, der jedoch schnell nachlässt."
1,"Es gibt mal etwas lokale Betäubung. Achtung, sticht einmal kurz.","Diese Sätze wurden von Radiologen gesprochen, um Patienten über die bevorstehende Verabreichung einer lokalen Betäubung während des Eingriffs zu informieren und zu beruhigen, indem sie anmerken, dass ein kurzer Schmerz zu erwarten ist, der jedoch schnell nachlässt."
1,"Der Pieps ist nur die örtliche Betäubung, ja?","Diese Sätze wurden von Radiologen gesprochen, um Patienten über die bevorstehende Verabreichung einer lokalen Betäubung während des Eingriffs zu informieren und zu beruhigen, indem sie anmerken, dass ein kurzer Schmerz zu erwarten ist, der jedoch schnell nachlässt."
1,"Wollen Sie den Kopf noch ein bisschen nach rechts drehen, bitte?","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Es piekst mal kurz, gell? Nicht erschrecken.","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Den Kopf ein bisschen tiefer legen. Ist das in Ordnung für Sie für die Punktion, dass wir den Tisch ein bisschen kippen?","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,den Kopf ein bisschen drehen. Jawohl.,"Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,Denn Sie könnten wir Sie ein bisschen in die Kopftieflage...,"Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Dann fangt ihr mit dem Kopf etwas runter, gell?","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Frau Schubert, wir machen jetzt hier was. Ich nehme jetzt hier mal so Ihren Arm. Den legen wir ganz entlang des Körpers an den Körper.","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Schauen Sie mal so. Und so soll die Schulter liegen bleiben. Wenn Sie jetzt die Hand unten ein wenig verklemmen,","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Dürfen Sie mal Ihren linken Arm nehmen, ausstrecken, an den Körper legen.","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,Ich nehme den jetzt mal und schiebe die Schulter so ein bisschen nach oben.,"Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Und so lassen Sie es mal liegen. Sie können es auch ein bisschen unter dem Hintern verklemmen oder so. Einfach, dass die Schulter ein bisschen in diese Richtung guckt. Ja, so ist super.","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Also die Schulter noch ein bisschen nach oben nehmen, nur die Schulter Richtung Kopf. Ja, genau. Sehr gut.","Diese Sätze werden gesprochen, um die Position des Patienten während der Operation anzupassen und zu stabilisieren, damit der Radiologe die beste Zugangsposition für die sichere und effektive Platzierung des Portkatheters hat."
1,"Naja, weil der Trick ist ja dabei, dass die Arme die Luft anhalten, dass ich die Vene überhaupt treffen kann.","Diese Sätze von einem Radiologen während der Operation zur Platzierung von Portkathetern geäußert werden, um auf die Wichtigkeit der Atemtechnik zur Sichtbarmachung der Vene hinzuweisen und um Kollegen daran zu erinnern, wie die Anatomie der Vene die Platzierung des Katheters beeinflusst."
1,was Schärferes. Die Vene geht immer zur Seite.,"Diese Sätze von einem Radiologen während der Operation zur Platzierung von Portkathetern geäußert werden, um auf die Wichtigkeit der Atemtechnik zur Sichtbarmachung der Vene hinzuweisen und um Kollegen daran zu erinnern, wie die Anatomie der Vene die Platzierung des Katheters beeinflusst."
1,"Wenn Sie einatmen, verschwindet die Vene. Wenn Sie ausatmen, ist die Vene maximal groß.","Diese Sätze von einem Radiologen während der Operation zur Platzierung von Portkathetern geäußert werden, um auf die Wichtigkeit der Atemtechnik zur Sichtbarmachung der Vene hinzuweisen und um Kollegen daran zu erinnern, wie die Anatomie der Vene die Platzierung des Katheters beeinflusst."
1,"Ja, genau. Also die Vene liegt sehr tief.","Diese Sätze von einem Radiologen während der Operation zur Platzierung von Portkathetern geäußert werden, um auf die Wichtigkeit der Atemtechnik zur Sichtbarmachung der Vene hinzuweisen und um Kollegen daran zu erinnern, wie die Anatomie der Vene die Platzierung des Katheters beeinflusst."
1,"Denk dran, deine Vene verläuft nach oben. Du hast schon wieder ein bisschen in der Sagittalebene mit dem Scheibhub. Die Vene verläuft aber nach oben.","Diese Sätze von einem Radiologen während der Operation zur Platzierung von Portkathetern geäußert werden, um auf die Wichtigkeit der Atemtechnik zur Sichtbarmachung der Vene hinzuweisen und um Kollegen daran zu erinnern, wie die Anatomie der Vene die Platzierung des Katheters beeinflusst."
1,Magst du mir noch deinen Schallrahmen so da herstellen vorne vielleicht?,"Diese Sätze geäußert werden, um das medizinische Personal um Unterstützung bei der Vorbereitung und Handhabung benötigter Werkzeuge und Materialien zu bitten sowie um sicherzustellen, dass die Geräte korrekt eingerichtet und einsatzbereit sind."
1,Kannst du mir die Scheibe bitte noch einmal dichten?,"Diese Sätze geäußert werden, um das medizinische Personal um Unterstützung bei der Vorbereitung und Handhabung benötigter Werkzeuge und Materialien zu bitten sowie um sicherzustellen, dass die Geräte korrekt eingerichtet und einsatzbereit sind."
1,Kannst du mich bitte nochmal besprechen?,"Diese Sätze geäußert werden, um das medizinische Personal um Unterstützung bei der Vorbereitung und Handhabung benötigter Werkzeuge und Materialien zu bitten sowie um sicherzustellen, dass die Geräte korrekt eingerichtet und einsatzbereit sind."
1,Kannst du mal den Draht bereithalten?,"Diese Sätze geäußert werden, um das medizinische Personal um Unterstützung bei der Vorbereitung und Handhabung benötigter Werkzeuge und Materialien zu bitten sowie um sicherzustellen, dass die Geräte korrekt eingerichtet und einsatzbereit sind."
1,Es drückt und brennt jetzt ein bisschen unter der Haut.,"Diese Sätze vorbereiten den Patienten auf mögliche unangenehme Gefühle wie Druck oder Brennen während der Betäubung und sie zu beruhigen, indem erklärt wird, dass diese Empfindungen normal sind."
1,"Es kann sein, dass man drückt oder brennt.","Diese Sätze vorbereiten den Patienten auf mögliche unangenehme Gefühle wie Druck oder Brennen während der Betäubung und sie zu beruhigen, indem erklärt wird, dass diese Empfindungen normal sind."
1,Jetzt drückt und brennt jetzt ein bisschen unter der Haut.,"Diese Sätze vorbereiten den Patienten auf mögliche unangenehme Gefühle wie Druck oder Brennen während der Betäubung und sie zu beruhigen, indem erklärt wird, dass diese Empfindungen normal sind."
1,Das Töktum brennt jetzt ein bisschen in der Haut. Das ist normal.,"Diese Sätze vorbereiten den Patienten auf mögliche unangenehme Gefühle wie Druck oder Brennen während der Betäubung und sie zu beruhigen, indem erklärt wird, dass diese Empfindungen normal sind."
1,Ich muss erst mal ein paar Sachen hier vorbereiten und dann kriegen sie eine Betäubung.,"Diese Sätze vorbereiten den Patienten auf mögliche unangenehme Gefühle wie Druck oder Brennen während der Betäubung und sie zu beruhigen, indem erklärt wird, dass diese Empfindungen normal sind."
1,"Jetzt mache ich erstmal eine Lokalanästhesie, das heißt es wird einen Pieks geben.","Diese Sätze vorbereiten den Patienten auf mögliche unangenehme Gefühle wie Druck oder Brennen während der Betäubung und sie zu beruhigen, indem erklärt wird, dass diese Empfindungen normal sind."
1,Ich muss die Röhre ja schon mal herfahren.,"Diese Sätze beziehen sich auf die physische Positionierung von medizinischem Equipment, wie z. B. einer Röhre, während des Eingriffs die Zugänglichkeit zu verbesseren. In dem Kontext von medizinischen Operationen zur Platzierung von Portkathetern ist 'Röhre' umgangssprachlich ein Begriff für die Bildgebungsinstrumente wie C-Bögen beziehen, die Röhren für Röntgenstrahlen verwenden."
1,Kannst du mir die Röhre ein bisschen wegbringen von mir?,"Diese Sätze beziehen sich auf die physische Positionierung von medizinischem Equipment, wie z. B. einer Röhre, während des Eingriffs die Zugänglichkeit zu verbesseren. In dem Kontext von medizinischen Operationen zur Platzierung von Portkathetern ist 'Röhre' umgangssprachlich ein Begriff für die Bildgebungsinstrumente wie C-Bögen beziehen, die Röhren für Röntgenstrahlen verwenden."
1,Ich tu die Röhre ein bisschen weg von.,"Diese Sätze beziehen sich auf die physische Positionierung von medizinischem Equipment, wie z. B. einer Röhre, während des Eingriffs die Zugänglichkeit zu verbesseren. In dem Kontext von medizinischen Operationen zur Platzierung von Portkathetern ist 'Röhre' umgangssprachlich ein Begriff für die Bildgebungsinstrumente wie C-Bögen beziehen, die Röhren für Röntgenstrahlen verwenden."
1,"Ich schaue es mir kurz mal an, wie die Gefäße verlaufen. Das können wir nicht machen.","Die Sätze beziehen sich auf die Vorbereitung und Verabreichung von Lokalanästhetika, wobei der Radiologe den Patienten über die Wirkung und den anfänglichen Schmerz des Betäubungsmittels informiert und beruhigt."
1,Mit Vollnarkose funktioniert das nicht.,"Die Sätze beziehen sich auf die Vorbereitung und Verabreichung von Lokalanästhetika, wobei der Radiologe den Patienten über die Wirkung und den anfänglichen Schmerz des Betäubungsmittels informiert und beruhigt."
1,Das ist aber nicht schlimm. Das wird gleich ein bisschen taub werden.,"Die Sätze beziehen sich auf die Vorbereitung und Verabreichung von Lokalanästhetika, wobei der Radiologe den Patienten über die Wirkung und den anfänglichen Schmerz des Betäubungsmittels informiert und beruhigt."
1,"Das ist das Betäubungsmittel. Das wirkt am Anfang etwas paradox. Am Anfang brennt es ein bisschen unter der Haut, aber das wird dann gleich taub werden.","Die Sätze beziehen sich auf die Vorbereitung und Verabreichung von Lokalanästhetika, wobei der Radiologe den Patienten über die Wirkung und den anfänglichen Schmerz des Betäubungsmittels informiert und beruhigt."
1,"Es wird aber gleich alles taub werden in der Haut, okay?","Die Sätze beziehen sich auf die Vorbereitung und Verabreichung von Lokalanästhetika, wobei der Radiologe den Patienten über die Wirkung und den anfänglichen Schmerz des Betäubungsmittels informiert und beruhigt."
2,"Also oben, unten einblenden, links, rechts aufblenden.","Diese Sätze werden gesprochen, um die Röntgeneinstellung und die Bildgebung zu steuern, damit der Radiologe die genaue Lage und Position des Führungsdrahtes überwachen und anpassen kann."
2,"Oben, unten aufblenden, links, rechts einblenden.","Diese Sätze werden gesprochen, um die Röntgeneinstellung und die Bildgebung zu steuern, damit der Radiologe die genaue Lage und Position des Führungsdrahtes überwachen und anpassen kann."
2,"Genau, links, rechts einblenden.","Diese Sätze werden gesprochen, um die Röntgeneinstellung und die Bildgebung zu steuern, damit der Radiologe die genaue Lage und Position des Führungsdrahtes überwachen und anpassen kann."
2,"Stand einblenden, oben unten, sehr gut.","Diese Sätze werden gesprochen, um die Röntgeneinstellung und die Bildgebung zu steuern, damit der Radiologe die genaue Lage und Position des Führungsdrahtes überwachen und anpassen kann."
2,"aufblenden, aufblenden, oben, unten.","Diese Sätze werden gesprochen, um die Röntgeneinstellung und die Bildgebung zu steuern, damit der Radiologe die genaue Lage und Position des Führungsdrahtes überwachen und anpassen kann."
2,"Also den schwierigen Schritt, dass wir in die Vene reinkommen, haben wir schon geschafft, okay?","Diese Sätze kommunizieren den erfolgreichen Abschluss und Radiologen informieren den Patienten darüber, dass der schwierige Teil der Operation, nämlich das Einführen in die Vene, erfolgreich abgeschlossen wurde und dass nun mit einigen weiteren kleineren Unannehmlichkeiten zu rechnen ist."
2,"Herr Schubert, den schweren Schritt, dass wir in die Vene reinkommen, haben wir schon geschafft. Wir sind schon drin.","Diese Sätze kommunizieren den erfolgreichen Abschluss und Radiologen informieren den Patienten darüber, dass der schwierige Teil der Operation, nämlich das Einführen in die Vene, erfolgreich abgeschlossen wurde und dass nun mit einigen weiteren kleineren Unannehmlichkeiten zu rechnen ist."
2,"Also in der Vene sind wir schon drin, Herr Schubert. Das hat super geklappt.","Diese Sätze kommunizieren den erfolgreichen Abschluss und Radiologen informieren den Patienten darüber, dass der schwierige Teil der Operation, nämlich das Einführen in die Vene, erfolgreich abgeschlossen wurde und dass nun mit einigen weiteren kleineren Unannehmlichkeiten zu rechnen ist."
2,"den schwierigen Schritt haben wir geschafft, jetzt wird es hier überall noch ein bisschen pieksen","Diese Sätze kommunizieren den erfolgreichen Abschluss und Radiologen informieren den Patienten darüber, dass der schwierige Teil der Operation, nämlich das Einführen in die Vene, erfolgreich abgeschlossen wurde und dass nun mit einigen weiteren kleineren Unannehmlichkeiten zu rechnen ist."
2,Kannst du das Licht mal anmachen bitte?,Das Einschalten des Lichts nach der Beendigung der Röntgenbeleuchtung kann den Operationsbereich wieder gut sichtbar zu machen.
2,Kannst du ein bisschen mehr einblenden bitte?,"Diese Sätze werden gesprochen, um die Röntgeneinstellung und die Bildgebung zu steuern, damit der Radiologe die genaue Lage und Position des Führungsdrahtes überwachen und anpassen kann."
2,Kannst du mal ein bisschen einblenden?,"Diese Sätze werden gesprochen, um die Röntgeneinstellung und die Bildgebung zu steuern, damit der Radiologe die genaue Lage und Position des Führungsdrahtes überwachen und anpassen kann."
2,"Ja, sehr gut, danke dir.","Der Radiologe gibt positives Feedback und signalisiert, dass die aktuellen Schritte korrekt durchgeführt wurden."
2,"Ja, so ist gut. Danke dir. So ist super.","Der Radiologe gibt positives Feedback und signalisiert, dass die aktuellen Schritte korrekt durchgeführt wurden."
2,"Tisch ein bisschen tiefer bitte und röhre Richtung, also nach rechts.","Diese Sätze wurden geäußert, um den Bildgebungswinkel und die Positionierung des Röntgenmachines zu optimieren, indem der Tisch und der Röntgenröhrenwinkel angepasst wurden, um eine bessere Darstellung des rechten Herzens zu erhalten."
2,Die Röhre bitte nochmal aufs rechte Herz.,"Diese Sätze wurden geäußert, um den Bildgebungswinkel und die Positionierung des Röntgenmachines zu optimieren, indem der Tisch und der Röntgenröhrenwinkel angepasst wurden, um eine bessere Darstellung des rechten Herzens zu erhalten."
2,Können wir kurz rausfahren bitte nach rechts?,"Diese Sätze wurden geäußert, um den Bildgebungswinkel und die Positionierung des Röntgenmachines zu optimieren, indem der Tisch und der Röntgenröhrenwinkel angepasst wurden, um eine bessere Darstellung des rechten Herzens zu erhalten."
2,"So, weg nach rechts bitte.","Diese Sätze wurden geäußert, um den Bildgebungswinkel und die Positionierung des Röntgenmachines zu optimieren, indem der Tisch und der Röntgenröhrenwinkel angepasst wurden, um eine bessere Darstellung des rechten Herzens zu erhalten."
2,"Dann Röhre wieder weg, Licht an.","Nach dem Ende der Durchleuchtung muss das Röntgengerät wieder aus dem Operationsbereich gefahren werden. Anschließend benötigen die Radiologen bessere Lichtbedingungen, um den Operationsbereich sichtbar zu machen. In dem Kontext von medizinischen Operationen zur Platzierung von Portkathetern ist 'Röhre' umgangssprachlich ein Begriff für die Bildgebungsinstrumente wie C-Bögen beziehen, die Röhren für Röntgenstrahlen verwenden."
2,"die Röhre weg, Licht an.","Nach dem Ende der Durchleuchtung muss das Röntgengerät wieder aus dem Operationsbereich gefahren werden. Anschließend benötigen die Radiologen bessere Lichtbedingungen, um den Operationsbereich sichtbar zu machen. In dem Kontext von medizinischen Operationen zur Platzierung von Portkathetern ist 'Röhre' umgangssprachlich ein Begriff für die Bildgebungsinstrumente wie C-Bögen beziehen, die Röhren für Röntgenstrahlen verwenden."
2,"Röhre weg, Licht an.","Nach dem Ende der Durchleuchtung muss das Röntgengerät wieder aus dem Operationsbereich gefahren werden. Anschließend benötigen die Radiologen bessere Lichtbedingungen, um den Operationsbereich sichtbar zu machen. In dem Kontext von medizinischen Operationen zur Platzierung von Portkathetern ist 'Röhre' umgangssprachlich ein Begriff für die Bildgebungsinstrumente wie C-Bögen beziehen, die Röhren für Röntgenstrahlen verwenden."
2,"Müssen wir unten raus, bitte.","Diese Sätze nach der Beleuchtung des Subklaviabereichs wurden geäußert, um den Bildgebungswinkel und die Positionierung des Röntgenmachines zu optimieren, indem der Tisch und der Röntgenröhrenwinkel angepasst wurden, um eine bessere Darstellung des VCI-Bereichs zu erhalten."
2,"bitte nach unten fahren, dann mache ich da ein Bild davon.","Diese Sätze nach der Beleuchtung des Subklaviabereichs wurden geäußert, um den Bildgebungswinkel und die Positionierung des Röntgenmachines zu optimieren, indem der Tisch und der Röntgenröhrenwinkel angepasst wurden, um eine bessere Darstellung des VCI-Bereichs zu erhalten."
2,Das Bild speichern bitte.,"Am Ende der Röntgenaufnahme in der Führungsdraht-Phase müssen die Radiologen ein Röntgenbild speichern, um den erfolgreichen Verlauf der Operation zu dokumentieren."
2,Das Bild bitte ich speichern.,"Am Ende der Röntgenaufnahme in der Führungsdraht-Phase müssen die Radiologen ein Röntgenbild speichern, um den erfolgreichen Verlauf der Operation zu dokumentieren."
3,Jetzt gibt es noch mal ein bisschen lokale Betäubung.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Ich warte nur, dass die Betäubung gut wirkt.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Jetzt mache ich da noch ganz viel örtliche Betäubung hin, das ist nochmal u<nicht verstanden>genehm, ja?","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Das OP-Area betäubt. Herr Schubert, Dankeschön.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Jetzt kommt die lokale Betäubung für die Porttasche.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Super, die lokale Betäubung wirkt schon sehr, sehr gut bei Ihnen.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Ich habe auch versucht, möglichst tief auch die lokale Betäubung vorhin schon zu machen.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Gut, ich bereite ein paar Sachen vor, dann kann die lokale Betäubung wieder einwirken.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Vielleicht machen wir mal ein Piksen, machen wir nochmal eine lokale Betäubung.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Jetzt gibt es noch mal ausgiebig Betäubung.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Dann gibt es gleich noch ein bisschen mehr lokale Betäubung, also das Gefäß haben wir schon mal.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Dann gebe ich noch mehr lokale Betäubung und dann...,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"So, jetzt warte ich kurz, bis die lokale Betäubung einwirkt.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Jetzt spritzen wir hier das ganze Betäubungsmittel rein.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Warten wir kurz, bis das Betäubungsmittel wirkt.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Und jetzt mache ich hier erstmal ganz anständig Betäubung.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Jetzt machen wir hier Betäubung, jetzt merken Sie hier noch zwei, drei kleine Pixel, es wird ein bisschen warm.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Lass mal kurz die Betäubung einwirken, das dauert einen kleinen Moment.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"So, mein Pieks, das ist die örtliche Betäubung.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Das ist nur die Betäubung, ja. Gleich geht's Ihnen besser.","Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Die Betäubung wirkt super bei Ihnen.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Jetzt gibt es noch mehrartliche Betäubung da.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,Das ist die örtliche Betäubung jetzt. Es ist alles in Ordnung. Wir haben jetzt den Zugangsweg festgelegt. Wir sind an dem Stand vorbeigekommen.,"Der Radiologe führt die lokale Betäubung des Operationsbereichs durch, um sicherzustellen, dass der Patient während des Eingriffs zur Platzierung des Portkatheters keine Schmerzen empfindet. Dies ist wichtig, um dem Patienten Komfort zu bieten und die Durchführung des Eingriffs zu erleichtern."
3,"Irgendwas wehtut, sagen Sie Bescheid.","Der Radiologe informiert den Patienten während der Operation darüber, dass er jederzeit mitteilen soll, wenn er Schmerzen verspürt. Der Grund dafür ist sicherzustellen, dass der Patient keine unnötigen Schmerzen hat und gegebenenfalls mehr örtliche Betäubung verabreicht werden kann."
3,"Probier mal, ja? Sie sagen, wenn es noch weh tut.","Der Radiologe informiert den Patienten während der Operation darüber, dass er jederzeit mitteilen soll, wenn er Schmerzen verspürt. Der Grund dafür ist sicherzustellen, dass der Patient keine unnötigen Schmerzen hat und gegebenenfalls mehr örtliche Betäubung verabreicht werden kann."
3,"Sie haben bitte Bescheid, wenn irgendwas anfängt weh zu tun.","Der Radiologe informiert den Patienten während der Operation darüber, dass er jederzeit mitteilen soll, wenn er Schmerzen verspürt. Der Grund dafür ist sicherzustellen, dass der Patient keine unnötigen Schmerzen hat und gegebenenfalls mehr örtliche Betäubung verabreicht werden kann."
3,"Wenn was weh tut, jederzeit Bescheid sagen, gell? Ich kann auch immer noch was nachgeben an örtliche Betäubung.","Der Radiologe informiert den Patienten während der Operation darüber, dass er jederzeit mitteilen soll, wenn er Schmerzen verspürt. Der Grund dafür ist sicherzustellen, dass der Patient keine unnötigen Schmerzen hat und gegebenenfalls mehr örtliche Betäubung verabreicht werden kann."
3,"Wenn Sie irgendwas merken, außer Druck, also wenn Sie Schmerz merken, bitte einfach...","Der Radiologe informiert den Patienten während der Operation darüber, dass er jederzeit mitteilen soll, wenn er Schmerzen verspürt. Der Grund dafür ist sicherzustellen, dass der Patient keine unnötigen Schmerzen hat und gegebenenfalls mehr örtliche Betäubung verabreicht werden kann."
3,"Sollte es irgendwann doch nochmal wehtun, sagen Sie es bitte gleich, dann kann ich noch mehr nachgeben.","Der Radiologe informiert den Patienten während der Operation darüber, dass er jederzeit mitteilen soll, wenn er Schmerzen verspürt. Der Grund dafür ist sicherzustellen, dass der Patient keine unnötigen Schmerzen hat und gegebenenfalls mehr örtliche Betäubung verabreicht werden kann."
